task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags
2839,Create dashboard UI,Hannah,Data,Medium,In Progress,24-05-2025,26-05-2025,3,,"dashboard, integration"
2840,Deploy application to staging,Frank,Backend,Low,In Progress,02-05-2025,20-05-2025,3,,setup
2841,Integrate payment gateway,Frank,UI/UX,Medium,Pending,04-08-2025,24-08-2025,9,,"frontend, backend, testing"
2842,Implement user authentication API,Carol,Frontend,High,Pending,19-06-2025,20-06-2025,1,,frontend
2843,Enhance security for API,Eve,UI/UX,Medium,In Progress,05-09-2025,21-09-2025,2,,"design, backend, testing"
2844,Setup CI/CD pipeline,Carol,QA,Medium,Pending,02-05-2025,22-05-2025,15,,"deployment, setup, feedback"
2845,Improve page load performance,Eve,Frontend,Medium,In Progress,20-06-2025,07-07-2025,12,,api
2846,Setup CI/CD pipeline,Carol,Frontend,Low,Pending,15-04-2025,05-05-2025,15,,"feedback, design, testing"
2847,Create dashboard UI,Alice,UI/UX,Medium,Completed,09-08-2025,28-08-2025,8,5,payment
2848,Enhance security for API,Hannah,QA,Low,Pending,10-07-2025,27-07-2025,6,,"testing, backend, optimization"
2849,Enhance security for API,Grace,Mobile,High,In Progress,21-07-2025,26-07-2025,12,,feedback
2850,Implement user authentication API,Carol,DevOps,Medium,Completed,17-08-2025,22-08-2025,13,12,"alert, testing, optimization"
2851,Update mobile app UI,Bob,Mobile,Medium,Pending,20-05-2025,04-06-2025,2,,dashboard
2852,Prepare deployment scripts,Eve,DevOps,High,Pending,08-08-2025,16-08-2025,14,,"alert, deployment, backend"
2853,Create marketing landing page,David,Mobile,High,Pending,27-09-2025,14-10-2025,11,,optimization
2854,Improve page load performance,Alice,QA,Medium,In Progress,29-04-2025,30-04-2025,10,,"db, dashboard, setup"
2855,Collect user feedback,Grace,UI/UX,Low,Pending,08-06-2025,27-06-2025,14,,setup
2856,Create dashboard UI,Carol,DevOps,Low,Pending,07-07-2025,27-07-2025,15,,design
2857,Enhance security for API,Alice,DevOps,High,Pending,23-05-2025,03-06-2025,7,,"payment, setup"
2858,Deploy application to staging,Frank,Frontend,Medium,In Progress,24-08-2025,10-09-2025,11,,setup
2859,Improve page load performance,Eve,Frontend,Low,Completed,20-08-2025,09-09-2025,10,7,"deployment, dashboard"
2860,Conduct code review,Alice,Mobile,Low,In Progress,01-10-2025,20-10-2025,5,,design
2861,Enhance security for API,Eve,Backend,Medium,Pending,30-09-2025,21-10-2025,15,,"feedback, integration"
2862,Improve page load performance,Hannah,Data,Medium,In Progress,24-06-2025,08-07-2025,13,,"frontend, optimization, setup"
2863,Design login page,Eve,Backend,Medium,In Progress,19-08-2025,06-09-2025,14,,"dashboard, frontend, optimization"
2864,Analyze user activity data,Bob,Data,Medium,In Progress,11-08-2025,19-08-2025,9,,"optimization, integration, dashboard"
2865,Update mobile app UI,Bob,Mobile,Medium,In Progress,08-08-2025,23-08-2025,5,,alert
2866,Setup CI/CD pipeline,Carol,Data,Low,Pending,10-09-2025,21-09-2025,9,,"testing, api, payment"
2867,Write unit tests for backend,Grace,Frontend,High,In Progress,17-05-2025,25-05-2025,13,,"alert, db, feedback"
2868,Create marketing landing page,Bob,Data,Medium,In Progress,22-07-2025,29-07-2025,11,,design
2869,Implement search functionality,Eve,Backend,Low,In Progress,11-10-2025,23-10-2025,3,,alert
2870,Create marketing landing page,Frank,Data,Medium,In Progress,12-09-2025,02-10-2025,11,,"dashboard, backend, setup"
2871,Update mobile app UI,Hannah,DevOps,Medium,In Progress,09-08-2025,17-08-2025,5,,dashboard
2872,Implement search functionality,Frank,Data,High,Completed,27-09-2025,18-10-2025,6,1,"alert, frontend, optimization"
2873,Enhance security for API,Carol,Frontend,Medium,In Progress,07-06-2025,24-06-2025,2,,"setup, deployment"
2874,Update mobile app UI,Hannah,DevOps,Medium,In Progress,01-06-2025,17-06-2025,11,,"design, frontend, testing"
2875,Create marketing landing page,Carol,QA,High,Pending,17-06-2025,29-06-2025,9,,"integration, api, backend"
2876,Write unit tests for backend,Frank,UI/UX,High,Completed,14-06-2025,28-06-2025,9,6,"backend, optimization"
2877,Implement user authentication API,Frank,DevOps,High,Pending,13-05-2025,31-05-2025,9,,"integration, design, alert"
2878,Implement user authentication API,Bob,Backend,High,In Progress,03-09-2025,10-09-2025,7,,"feedback, deployment, db"
2879,Enhance security for API,Eve,Frontend,High,Completed,03-07-2025,21-07-2025,4,4,"design, payment"
2880,Implement search functionality,Eve,Backend,High,In Progress,09-07-2025,26-07-2025,4,,"dashboard, deployment"
2881,Design login page,Frank,Mobile,Medium,In Progress,12-06-2025,15-06-2025,3,,"integration, testing, alert"
2882,Implement user authentication API,Bob,DevOps,Medium,In Progress,04-08-2025,05-08-2025,6,,api
2883,Integrate payment gateway,Grace,Data,High,Completed,12-09-2025,16-09-2025,16,8,"alert, design"
2884,Integrate payment gateway,Bob,DevOps,Medium,Pending,28-04-2025,04-05-2025,15,,"testing, integration"
2885,Enhance security for API,David,UI/UX,Medium,In Progress,29-04-2025,02-05-2025,14,,"design, db, deployment"
2886,Collect user feedback,Bob,Mobile,Medium,Pending,13-09-2025,02-10-2025,5,,"setup, frontend"
2887,Enhance security for API,David,Frontend,Low,Pending,12-05-2025,28-05-2025,7,,"alert, testing, dashboard"
2888,Improve page load performance,Frank,Data,High,Completed,12-05-2025,29-05-2025,9,8,testing
2889,Write unit tests for backend,David,DevOps,Medium,Pending,27-04-2025,11-05-2025,1,,"alert, setup, api"
2890,Design login page,Hannah,DevOps,Medium,Pending,03-05-2025,05-05-2025,4,,alert
2891,Conduct code review,Frank,DevOps,High,Pending,10-09-2025,12-09-2025,5,,"backend, api, frontend"
2892,Design login page,Carol,Backend,Low,Pending,17-05-2025,05-06-2025,10,,"design, backend, api"
2893,Create marketing landing page,Carol,Frontend,Low,Pending,03-06-2025,17-06-2025,12,,integration
2894,Implement user authentication API,Eve,DevOps,Medium,Pending,10-09-2025,20-09-2025,7,,"payment, deployment"
2895,Conduct code review,Grace,UI/UX,Medium,In Progress,27-06-2025,14-07-2025,6,,backend
2896,Implement search functionality,Frank,UI/UX,Low,Pending,23-09-2025,29-09-2025,13,,frontend
2897,Collect user feedback,David,Data,Medium,In Progress,13-07-2025,17-07-2025,13,,"deployment, api, feedback"
2898,Prepare deployment scripts,Grace,UI/UX,Medium,In Progress,18-05-2025,23-05-2025,5,,"dashboard, db"
2899,Optimize database queries,Alice,Backend,High,In Progress,15-07-2025,24-07-2025,5,,"db, payment"
2900,Create dashboard UI,Bob,QA,High,Pending,12-07-2025,25-07-2025,11,,"testing, optimization"
2901,Implement search functionality,Bob,Mobile,High,Completed,19-07-2025,06-08-2025,16,8,"frontend, integration"
2902,Collect user feedback,Hannah,Data,Medium,Pending,14-06-2025,19-06-2025,5,,optimization
2903,Collect user feedback,Grace,UI/UX,Medium,Completed,10-06-2025,20-06-2025,6,4,"backend, feedback, deployment"
2904,Prepare deployment scripts,Grace,UI/UX,Low,Pending,09-07-2025,30-07-2025,14,,deployment
2905,Develop notification system,Carol,QA,Medium,Completed,17-08-2025,19-08-2025,12,3,"db, deployment"
2906,Setup CI/CD pipeline,David,UI/UX,Medium,Pending,16-08-2025,25-08-2025,1,,"backend, testing"
2907,Fix bug in login module,Carol,Frontend,High,In Progress,19-06-2025,06-07-2025,3,,"feedback, backend"
2908,Fix bug in login module,Carol,Frontend,Low,Completed,04-07-2025,14-07-2025,4,2,design
2909,Analyze user activity data,David,Data,Medium,Pending,09-06-2025,11-06-2025,2,,"api, testing"
2910,Implement user authentication API,Eve,Frontend,Medium,In Progress,31-07-2025,09-08-2025,8,,"dashboard, optimization"
2911,Prepare deployment scripts,Hannah,Data,High,Pending,14-06-2025,20-06-2025,3,,"api, setup, backend"
2912,Update mobile app UI,Grace,QA,Medium,In Progress,27-09-2025,18-10-2025,14,,feedback
2913,Update mobile app UI,Alice,Backend,Medium,In Progress,25-04-2025,13-05-2025,6,,testing
2914,Create marketing landing page,Alice,UI/UX,High,In Progress,16-07-2025,18-07-2025,12,,alert
2915,Implement user authentication API,David,QA,Low,In Progress,09-08-2025,13-08-2025,12,,design
2916,Conduct code review,Eve,Data,Low,Pending,17-09-2025,04-10-2025,11,,design
2917,Implement user authentication API,Eve,DevOps,High,Pending,10-09-2025,23-09-2025,7,,frontend
2918,Implement user authentication API,David,Data,High,In Progress,22-05-2025,30-05-2025,5,,"db, alert"
2919,Integrate payment gateway,David,DevOps,High,Pending,29-08-2025,10-09-2025,5,,"payment, dashboard, api"
2920,Setup project database,Alice,Backend,High,In Progress,04-07-2025,05-07-2025,6,,dashboard
2921,Improve page load performance,Hannah,Frontend,Low,Pending,06-08-2025,25-08-2025,7,,alert
2922,Update mobile app UI,Grace,DevOps,Low,Pending,21-08-2025,31-08-2025,14,,"backend, feedback, deployment"
2923,Write unit tests for backend,Carol,Frontend,High,Pending,30-04-2025,17-05-2025,12,,"setup, integration"
2924,Update mobile app UI,David,DevOps,Medium,Pending,22-06-2025,05-07-2025,4,,"setup, backend, db"
2925,Develop notification system,Alice,QA,Medium,Pending,01-05-2025,22-05-2025,3,,deployment
2926,Analyze user activity data,Alice,QA,Medium,Pending,01-09-2025,09-09-2025,4,,db
2927,Create marketing landing page,David,UI/UX,Low,In Progress,05-09-2025,17-09-2025,6,,"backend, optimization"
2928,Conduct code review,Grace,Frontend,High,Pending,03-06-2025,10-06-2025,13,,design
2929,Integrate payment gateway,David,DevOps,Medium,In Progress,12-08-2025,26-08-2025,6,,"deployment, feedback, design"
2930,Improve page load performance,Alice,UI/UX,High,Pending,04-05-2025,22-05-2025,7,,"payment, optimization"
2931,Create marketing landing page,David,Mobile,Medium,Pending,14-07-2025,26-07-2025,4,,design
2932,Improve page load performance,Frank,Frontend,High,Completed,12-09-2025,13-09-2025,6,5,"alert, db"
2933,Write unit tests for backend,Frank,Mobile,Medium,Pending,28-05-2025,01-06-2025,15,,api
2934,Write unit tests for backend,David,Mobile,Medium,Pending,24-05-2025,27-05-2025,5,,"frontend, design"
2935,Implement search functionality,Hannah,Data,High,Pending,27-08-2025,14-09-2025,1,,"payment, deployment"
2936,Improve page load performance,Frank,Frontend,Low,In Progress,27-04-2025,08-05-2025,1,,deployment
2937,Prepare deployment scripts,Hannah,Data,Medium,Completed,16-08-2025,31-08-2025,1,1,"integration, setup"
2938,Create dashboard UI,Frank,UI/UX,High,Pending,06-08-2025,13-08-2025,7,,"design, frontend, backend"
2939,Setup project database,Carol,QA,Medium,In Progress,16-04-2025,27-04-2025,4,,"db, payment"
2940,Enhance security for API,Carol,QA,Medium,Completed,27-04-2025,14-05-2025,1,1,"dashboard, deployment"
2941,Setup project database,Eve,Backend,Medium,In Progress,09-05-2025,26-05-2025,15,,"db, feedback, setup"
2942,Create dashboard UI,Grace,Data,Low,Pending,19-04-2025,01-05-2025,5,,"api, db, dashboard"
2943,Collect user feedback,Eve,Data,High,In Progress,26-04-2025,12-05-2025,7,,deployment
2944,Create marketing landing page,Frank,Mobile,High,Completed,04-06-2025,24-06-2025,11,9,feedback
2945,Deploy application to staging,Bob,Frontend,Medium,In Progress,09-06-2025,14-06-2025,3,,"deployment, feedback"
2946,Create dashboard UI,Grace,Mobile,High,In Progress,30-09-2025,11-10-2025,7,,"integration, frontend, optimization"
2947,Integrate payment gateway,Frank,Mobile,Low,Pending,26-08-2025,06-09-2025,14,,"feedback, deployment, payment"
2948,Setup project database,Hannah,UI/UX,Low,In Progress,02-08-2025,05-08-2025,2,,"optimization, design, api"
2949,Deploy application to staging,Eve,DevOps,Medium,In Progress,21-08-2025,09-09-2025,16,,optimization
2950,Deploy application to staging,Carol,Frontend,Medium,Pending,22-06-2025,03-07-2025,14,,"alert, backend, api"
2951,Implement search functionality,David,Mobile,Low,In Progress,02-08-2025,08-08-2025,1,,"alert, testing"
2952,Create dashboard UI,Frank,DevOps,Medium,Pending,30-05-2025,19-06-2025,5,,"dashboard, testing"
2953,Setup CI/CD pipeline,Hannah,Mobile,Medium,In Progress,30-06-2025,05-07-2025,15,,"deployment, testing"
2954,Update mobile app UI,Carol,Frontend,High,Pending,26-07-2025,11-08-2025,15,,"setup, alert"
2955,Deploy application to staging,Carol,DevOps,Medium,Pending,23-04-2025,01-05-2025,5,,"frontend, setup"
2956,Update mobile app UI,Alice,QA,Medium,In Progress,19-06-2025,04-07-2025,15,,"dashboard, design, alert"
2957,Design login page,Frank,Backend,Medium,Pending,27-08-2025,29-08-2025,15,,setup
2958,Improve page load performance,Alice,Backend,Medium,In Progress,25-08-2025,29-08-2025,4,,"feedback, testing"
2959,Implement user authentication API,Carol,Mobile,Medium,Pending,13-08-2025,26-08-2025,14,,"alert, api, deployment"
2960,Integrate payment gateway,Hannah,Backend,High,Pending,07-05-2025,23-05-2025,2,,db
2961,Optimize database queries,Grace,DevOps,Low,In Progress,26-06-2025,12-07-2025,3,,payment
2962,Create marketing landing page,Hannah,Backend,Medium,Pending,29-05-2025,17-06-2025,13,,optimization
2963,Optimize database queries,David,UI/UX,Medium,Pending,24-05-2025,27-05-2025,4,,"optimization, deployment"
2964,Enhance security for API,Eve,Backend,Medium,Pending,20-09-2025,01-10-2025,7,,"db, api"
2965,Integrate payment gateway,David,QA,Low,Pending,03-10-2025,06-10-2025,3,,integration
2966,Setup project database,David,QA,Medium,In Progress,18-07-2025,29-07-2025,5,,"backend, setup"
2967,Fix bug in login module,Hannah,Backend,Medium,In Progress,14-06-2025,18-06-2025,16,,payment
2968,Design login page,Alice,UI/UX,Medium,Pending,03-09-2025,06-09-2025,11,,"payment, dashboard, alert"
2969,Create marketing landing page,Alice,Mobile,High,In Progress,22-09-2025,04-10-2025,2,,alert
2970,Develop notification system,Eve,QA,Medium,In Progress,23-05-2025,08-06-2025,13,,"deployment, dashboard, feedback"
2971,Develop notification system,Frank,Backend,Medium,In Progress,30-06-2025,17-07-2025,12,,"dashboard, optimization, api"
2972,Deploy application to staging,Frank,DevOps,High,Pending,13-08-2025,30-08-2025,8,,deployment
2973,Design login page,David,Mobile,Medium,Pending,06-07-2025,27-07-2025,9,,"setup, alert, backend"
2974,Design login page,Alice,UI/UX,Low,Pending,03-06-2025,14-06-2025,12,,"db, optimization, deployment"
2975,Fix bug in login module,Carol,Mobile,High,Pending,08-09-2025,21-09-2025,7,,api
2976,Write unit tests for backend,Eve,Frontend,High,Pending,11-06-2025,19-06-2025,9,,"alert, design, integration"
2977,Setup project database,Frank,UI/UX,Low,Pending,13-07-2025,28-07-2025,8,,frontend
2978,Improve page load performance,Grace,Frontend,Medium,In Progress,04-05-2025,24-05-2025,9,,backend
2979,Write unit tests for backend,Bob,Data,Medium,In Progress,19-07-2025,23-07-2025,8,,api
2980,Implement user authentication API,Frank,Data,Medium,Pending,23-08-2025,08-09-2025,10,,"alert, payment, integration"
2981,Enhance security for API,Bob,Backend,Low,Completed,26-09-2025,29-09-2025,6,5,setup
2982,Fix bug in login module,Carol,Mobile,High,Pending,06-08-2025,15-08-2025,11,,backend
2983,Create dashboard UI,Frank,UI/UX,Low,In Progress,16-04-2025,07-05-2025,7,,api
2984,Deploy application to staging,Hannah,DevOps,High,Completed,14-09-2025,23-09-2025,2,2,"testing, payment"
2985,Create dashboard UI,Eve,DevOps,Medium,In Progress,12-06-2025,20-06-2025,2,,"integration, payment"
2986,Enhance security for API,Carol,Frontend,High,Pending,09-09-2025,24-09-2025,5,,"testing, feedback, design"
2987,Integrate payment gateway,Bob,QA,High,Completed,12-06-2025,16-06-2025,9,4,"api, design, optimization"
2988,Optimize database queries,Eve,Frontend,Medium,In Progress,21-09-2025,24-09-2025,5,,"db, optimization"
2989,Implement search functionality,David,Data,Medium,In Progress,06-08-2025,19-08-2025,3,,"design, setup"
2990,Setup CI/CD pipeline,Frank,DevOps,Medium,In Progress,13-08-2025,22-08-2025,11,,alert
2991,Fix bug in login module,Eve,Mobile,Medium,In Progress,18-08-2025,19-08-2025,6,,"testing, db"
2992,Prepare deployment scripts,David,Data,Medium,Completed,17-06-2025,23-06-2025,4,4,"dashboard, integration"
2993,Implement user authentication API,David,UI/UX,Medium,Pending,25-08-2025,27-08-2025,5,,"feedback, alert, integration"
2994,Deploy application to staging,Hannah,Frontend,High,Completed,18-09-2025,21-09-2025,6,2,"optimization, alert, payment"
2995,Implement search functionality,Bob,Data,High,Completed,28-04-2025,10-05-2025,3,1,"optimization, payment, alert"
2996,Develop notification system,Eve,DevOps,Medium,In Progress,27-04-2025,08-05-2025,12,,api
2997,Deploy application to staging,Bob,Data,Medium,Completed,10-08-2025,19-08-2025,8,6,"optimization, payment"
2998,Collect user feedback,Frank,UI/UX,High,Pending,06-10-2025,20-10-2025,11,,"setup, integration"
2999,Create dashboard UI,David,DevOps,Medium,In Progress,18-08-2025,02-09-2025,10,,"alert, payment, backend"
3000,Prepare deployment scripts,David,UI/UX,High,Completed,30-07-2025,19-08-2025,1,1,optimization
3001,Create marketing landing page,Bob,Frontend,Medium,In Progress,05-07-2025,19-07-2025,8,,"setup, db"
3002,Implement search functionality,Hannah,DevOps,Medium,In Progress,29-06-2025,04-07-2025,4,,feedback
3003,Enhance security for API,David,Mobile,Medium,In Progress,25-04-2025,30-04-2025,6,,backend
3004,Integrate payment gateway,Frank,DevOps,Medium,In Progress,13-06-2025,30-06-2025,12,,optimization
3005,Create dashboard UI,Frank,Mobile,Low,Pending,27-05-2025,17-06-2025,12,,"deployment, integration"
3006,Conduct code review,Carol,DevOps,Medium,Pending,30-07-2025,19-08-2025,10,,"frontend, testing, api"
3007,Setup project database,Carol,UI/UX,High,Pending,01-09-2025,10-09-2025,8,,"dashboard, frontend"
3008,Improve page load performance,Alice,UI/UX,Medium,Pending,05-05-2025,24-05-2025,16,,optimization
3009,Create marketing landing page,Eve,Data,Low,Pending,26-04-2025,17-05-2025,2,,"payment, setup"
3010,Update mobile app UI,Bob,Frontend,High,Pending,06-07-2025,08-07-2025,15,,"testing, frontend, backend"
3011,Setup project database,Frank,Mobile,Low,Pending,05-09-2025,17-09-2025,10,,"testing, feedback"
3012,Create dashboard UI,Hannah,Mobile,High,Pending,15-09-2025,30-09-2025,13,,deployment
3013,Develop notification system,David,DevOps,Medium,Completed,03-05-2025,12-05-2025,7,5,"alert, feedback"
3014,Create marketing landing page,Alice,Frontend,Medium,Completed,02-10-2025,13-10-2025,2,1,db
3015,Setup CI/CD pipeline,Grace,Mobile,Low,In Progress,22-07-2025,23-07-2025,3,,"design, feedback, db"
3016,Optimize database queries,Grace,Data,Medium,Pending,06-10-2025,23-10-2025,12,,"design, alert, deployment"
3017,Fix bug in login module,Grace,Frontend,Medium,In Progress,30-05-2025,09-06-2025,12,,optimization
3018,Optimize database queries,Eve,UI/UX,High,Completed,06-08-2025,24-08-2025,11,3,"optimization, payment, testing"
3019,Update mobile app UI,Alice,Data,Medium,In Progress,19-09-2025,24-09-2025,1,,"design, backend, setup"
3020,Create marketing landing page,Carol,DevOps,Medium,In Progress,31-05-2025,04-06-2025,11,,deployment
3021,Create dashboard UI,Bob,Backend,Medium,Pending,06-08-2025,20-08-2025,7,,"setup, frontend, alert"
3022,Create marketing landing page,Frank,Backend,Low,Pending,19-05-2025,21-05-2025,4,,"deployment, frontend, integration"
3023,Implement search functionality,Frank,Data,Low,Pending,15-04-2025,02-05-2025,7,,alert
3024,Design login page,Grace,Mobile,Medium,In Progress,30-06-2025,19-07-2025,14,,"integration, testing"
3025,Setup project database,Bob,Backend,Medium,Completed,18-07-2025,28-07-2025,15,7,setup
3026,Improve page load performance,Grace,QA,Medium,Pending,17-04-2025,08-05-2025,4,,"backend, db, integration"
3027,Analyze user activity data,Frank,Data,Medium,Completed,08-05-2025,21-05-2025,14,2,alert
3028,Setup CI/CD pipeline,Eve,Backend,High,Completed,20-04-2025,09-05-2025,10,3,"optimization, dashboard, alert"
3029,Prepare deployment scripts,Carol,DevOps,High,Pending,10-06-2025,30-06-2025,2,,"payment, backend"
3030,Design login page,Frank,Data,High,In Progress,07-07-2025,19-07-2025,4,,"optimization, alert, testing"
3031,Setup CI/CD pipeline,Bob,Backend,Medium,In Progress,26-06-2025,30-06-2025,4,,design
3032,Deploy application to staging,David,DevOps,High,Pending,18-09-2025,07-10-2025,1,,optimization
3033,Integrate payment gateway,Grace,Backend,High,In Progress,30-08-2025,03-09-2025,14,,"payment, db"
3034,Optimize database queries,Frank,Frontend,Low,In Progress,24-06-2025,03-07-2025,9,,"alert, testing, backend"
3035,Optimize database queries,Frank,Mobile,Medium,Completed,30-06-2025,10-07-2025,10,2,"dashboard, deployment, db"
3036,Optimize database queries,Frank,UI/UX,Medium,In Progress,21-09-2025,05-10-2025,15,,"backend, optimization, feedback"
3037,Create dashboard UI,Frank,Backend,Low,Pending,14-09-2025,27-09-2025,11,,"testing, api, integration"
3038,Design login page,Carol,DevOps,Low,Pending,16-05-2025,04-06-2025,15,,"dashboard, frontend, alert"
3039,Fix bug in login module,Alice,UI/UX,High,Pending,05-06-2025,13-06-2025,14,,"setup, integration, testing"
3040,Develop notification system,Grace,DevOps,High,Completed,01-09-2025,06-09-2025,11,4,"dashboard, payment, backend"
3041,Enhance security for API,Hannah,DevOps,Medium,Pending,06-09-2025,22-09-2025,9,,"dashboard, testing"
3042,Optimize database queries,Grace,Frontend,Medium,Completed,23-07-2025,08-08-2025,3,3,testing
3043,Implement search functionality,Grace,QA,Low,Pending,21-09-2025,29-09-2025,5,,"testing, setup, feedback"
3044,Enhance security for API,Bob,DevOps,Medium,In Progress,31-08-2025,07-09-2025,11,,"db, testing"
3045,Enhance security for API,Eve,Data,Medium,Completed,14-09-2025,03-10-2025,15,5,"payment, setup, integration"
3046,Improve page load performance,Eve,QA,Medium,In Progress,28-09-2025,09-10-2025,15,,payment
3047,Analyze user activity data,Grace,Backend,High,Pending,24-07-2025,06-08-2025,1,,backend
3048,Setup project database,Hannah,Data,Medium,In Progress,22-06-2025,26-06-2025,14,,"backend, frontend"
3049,Improve page load performance,Grace,UI/UX,High,Pending,21-06-2025,28-06-2025,16,,"feedback, integration, payment"
3050,Write unit tests for backend,Bob,Backend,Medium,In Progress,04-06-2025,18-06-2025,4,,"deployment, integration"
3051,Setup project database,Frank,Backend,Medium,In Progress,20-05-2025,09-06-2025,11,,"db, optimization"
3052,Design login page,Grace,Data,Low,In Progress,23-08-2025,11-09-2025,13,,frontend
3053,Optimize database queries,Bob,Mobile,High,Completed,18-09-2025,20-09-2025,1,1,"backend, design"
3054,Develop notification system,Hannah,Data,High,Completed,12-08-2025,25-08-2025,5,5,"backend, db"
3055,Write unit tests for backend,Frank,Backend,High,Pending,10-06-2025,27-06-2025,10,,"payment, alert"
3056,Fix bug in login module,Grace,Frontend,Medium,In Progress,26-05-2025,03-06-2025,12,,"deployment, frontend"
3057,Analyze user activity data,Eve,QA,Medium,Pending,09-06-2025,11-06-2025,2,,frontend
3058,Develop notification system,Eve,Mobile,Medium,In Progress,04-09-2025,10-09-2025,7,,feedback
3059,Deploy application to staging,Hannah,Data,Medium,In Progress,31-07-2025,11-08-2025,13,,"deployment, design"
3060,Improve page load performance,Carol,Mobile,Low,Completed,18-05-2025,06-06-2025,12,8,db
3061,Implement search functionality,Hannah,UI/UX,High,Completed,28-07-2025,11-08-2025,10,9,db
3062,Improve page load performance,Eve,DevOps,Low,Completed,26-08-2025,14-09-2025,4,1,"setup, feedback, testing"
3063,Implement user authentication API,Grace,Backend,Low,Pending,13-07-2025,20-07-2025,2,,backend
3064,Update mobile app UI,Eve,Data,Medium,Completed,24-07-2025,02-08-2025,6,1,"db, alert"
3065,Create dashboard UI,Grace,Mobile,Low,Pending,11-10-2025,29-10-2025,9,,"payment, api"
3066,Prepare deployment scripts,Bob,Data,High,Completed,16-06-2025,17-06-2025,12,1,"db, optimization"
3067,Collect user feedback,Frank,Frontend,Medium,Pending,31-08-2025,16-09-2025,12,,payment
3068,Update mobile app UI,Eve,Data,Medium,Pending,15-09-2025,03-10-2025,12,,"payment, integration, testing"
3069,Prepare deployment scripts,Hannah,UI/UX,Medium,In Progress,17-09-2025,01-10-2025,7,,"optimization, feedback, frontend"
3070,Update mobile app UI,Bob,DevOps,High,Completed,07-09-2025,28-09-2025,8,2,"optimization, backend, testing"
3071,Implement search functionality,Hannah,Mobile,Medium,Pending,02-06-2025,12-06-2025,4,,"feedback, design, setup"
3072,Improve page load performance,David,Mobile,Low,In Progress,06-07-2025,12-07-2025,5,,testing
3073,Analyze user activity data,Bob,DevOps,Medium,Completed,23-07-2025,29-07-2025,7,1,dashboard
3074,Develop notification system,Hannah,QA,High,Pending,19-06-2025,23-06-2025,11,,"deployment, db"
3075,Develop notification system,Eve,UI/UX,High,In Progress,19-07-2025,21-07-2025,12,,"payment, setup, dashboard"
3076,Integrate payment gateway,Hannah,UI/UX,Low,Completed,10-10-2025,12-10-2025,2,1,"frontend, api, deployment"
3077,Prepare deployment scripts,Alice,Frontend,Low,Pending,06-05-2025,21-05-2025,12,,"setup, api, design"
3078,Optimize database queries,Carol,Data,Medium,In Progress,28-05-2025,05-06-2025,15,,"optimization, integration"
3079,Setup CI/CD pipeline,Bob,Backend,Medium,In Progress,16-05-2025,02-06-2025,4,,backend
3080,Develop notification system,Bob,Frontend,Medium,Completed,26-04-2025,27-04-2025,9,4,"feedback, testing, alert"
3081,Optimize database queries,Frank,QA,High,Pending,12-05-2025,16-05-2025,14,,optimization
3082,Integrate payment gateway,Eve,DevOps,Medium,Completed,11-05-2025,27-05-2025,10,7,"frontend, api, alert"
3083,Design login page,Eve,UI/UX,High,In Progress,06-05-2025,24-05-2025,11,,dashboard
3084,Integrate payment gateway,Frank,Backend,Low,In Progress,24-05-2025,13-06-2025,7,,"api, feedback"
3085,Setup project database,Alice,UI/UX,Low,Pending,02-10-2025,08-10-2025,5,,design
3086,Optimize database queries,Alice,Data,High,Pending,09-07-2025,28-07-2025,15,,"setup, dashboard"
3087,Create marketing landing page,Frank,UI/UX,High,Completed,04-05-2025,09-05-2025,10,10,"feedback, db, optimization"
3088,Fix bug in login module,Grace,Frontend,Medium,Pending,07-07-2025,17-07-2025,8,,backend
3089,Conduct code review,Eve,Data,Medium,In Progress,06-06-2025,12-06-2025,15,,"alert, frontend"
3090,Develop notification system,David,Data,High,Pending,28-08-2025,05-09-2025,7,,"dashboard, payment"
3091,Write unit tests for backend,Alice,QA,Medium,Completed,03-07-2025,16-07-2025,5,3,"api, db"
3092,Conduct code review,Eve,Backend,High,Pending,14-06-2025,22-06-2025,6,,"integration, db"
3093,Develop notification system,Carol,Frontend,Medium,Pending,04-07-2025,23-07-2025,9,,"dashboard, backend"
3094,Optimize database queries,Grace,Data,Medium,Pending,20-05-2025,09-06-2025,14,,"feedback, api"
3095,Optimize database queries,David,DevOps,High,In Progress,02-07-2025,13-07-2025,9,,db
3096,Implement search functionality,David,UI/UX,High,Pending,05-07-2025,08-07-2025,1,,deployment
3097,Setup CI/CD pipeline,Eve,DevOps,Medium,Pending,09-10-2025,25-10-2025,15,,frontend
3098,Setup project database,Grace,DevOps,Medium,Pending,20-08-2025,23-08-2025,9,,"optimization, design"
3099,Conduct code review,Bob,UI/UX,Low,Pending,06-10-2025,15-10-2025,13,,"alert, design, optimization"
3100,Setup CI/CD pipeline,Hannah,Mobile,High,Completed,13-05-2025,31-05-2025,16,11,"optimization, alert, testing"
3101,Create marketing landing page,Bob,UI/UX,Low,In Progress,08-10-2025,25-10-2025,6,,testing
3102,Analyze user activity data,Frank,Mobile,High,In Progress,09-05-2025,20-05-2025,2,,"integration, alert"
3103,Analyze user activity data,Hannah,Frontend,Medium,Pending,07-05-2025,18-05-2025,9,,optimization
3104,Implement search functionality,Eve,DevOps,Medium,Completed,30-04-2025,16-05-2025,8,1,"db, deployment"
